county,precinct,office,district,party,candidate,total,poll,absentee
Franklin,33,Governor,,,Write-ins,1,0,1
Franklin,34,Governor,,,Write-ins,0,0,
Franklin,35,Governor,,,Write-ins,0,0,
Franklin,36,Governor,,,Write-ins,0,0,
Franklin,37,Governor,,,Write-ins,0,0,
Franklin,38,Governor,,,Write-ins,0,0,0
Franklin,39,Governor,,,Write-ins,0,0,0
Franklin,40,Governor,,,Write-ins,0,0,0
Franklin,41,Governor,,,Write-ins,0,0,0
Franklin,42,Governor,,,Write-ins,0,0,0
Franklin,43,Governor,,,Write-ins,0,0,0
Franklin,44,Governor,,,Write-ins,0,0,
Franklin,45,Governor,,,Write-ins,0,0,
Franklin,46,Governor,,,Write-ins,0,0,
Franklin,47,Governor,,,Write-ins,0,0,
Franklin,48,Governor,,,Write-ins,0,0,
Franklin,49,Governor,,,Write-ins,0,0,
Franklin,50,Governor,,,Write-ins,0,0,
Franklin,51,Governor,,,Write-ins,0,0,
Franklin,52,Governor,,,Write-ins,0,0,
Franklin,53,Governor,,,Write-ins,0,0,
Franklin,54,Governor,,,Write-ins,0,0,
Franklin,55,Governor,,,Write-ins,0,0,
Franklin,56,Governor,,,Write-ins,1,1,
Franklin,57,Governor,,,Write-ins,0,0,
Franklin,58,Governor,,,Write-ins,0,0,
Franklin,59,Governor,,,Write-ins,0,0,
Franklin,60,Governor,,,Write-ins,0,0,
Franklin,61,Governor,,,Write-ins,0,0,
Franklin,62,Governor,,,Write-ins,0,0,
Franklin,63,Governor,,,Write-ins,0,0,
Franklin,64,Governor,,,Write-ins,0,0,0
Franklin,65,Governor,,,Write-ins,0,0,0
Franklin,66,Governor,,,Write-ins,0,0,0
Franklin,67,Governor,,,Write-ins,0,0,0
Franklin,68,Governor,,,Write-ins,0,0,
Franklin,69,Governor,,,Write-ins,0,0,
Franklin,70,Governor,,,Write-ins,0,0,
Franklin,71,Governor,,,Write-ins,0,0,
Franklin,72,Governor,,,Write-ins,0,0,
Franklin,73,Governor,,,Write-ins,1,1,
Franklin,74,Governor,,,Write-ins,0,0,
Franklin,75,Governor,,,Write-ins,0,0,
Franklin,,Governor,,,Write-ins,11,5,6
Franklin,48,State Senate,9,D,Gail Rowland,40,40,
Franklin,49,State Senate,9,D,Gail Rowland,5,5,
Franklin,50,State Senate,9,D,Gail Rowland,13,13,
Franklin,51,State Senate,9,D,Gail Rowland,12,12,
Franklin,52,State Senate,9,D,Gail Rowland,7,7,
Franklin,53,State Senate,9,D,Gail Rowland,5,5,
Franklin,54,State Senate,9,D,Gail Rowland,48,48,
Franklin,55,State Senate,9,D,Gail Rowland,7,7,
Franklin,56,State Senate,9,D,Gail Rowland,27,27,
Franklin,57,State Senate,9,D,Gail Rowland,25,25,
Franklin,58,State Senate,9,D,Gail Rowland,19,19,
Franklin,59,State Senate,9,D,Gail Rowland,9,9,
Franklin,60,State Senate,9,D,Gail Rowland,9,9,
Franklin,61,State Senate,9,D,Gail Rowland,12,12,
Franklin,62,State Senate,9,D,Gail Rowland,27,27,
Franklin,63,State Senate,9,D,Gail Rowland,16,16,
Franklin,64,State Senate,9,D,Gail Rowland,76,44,32
Franklin,65,State Senate,9,D,Gail Rowland,11,9,2
Franklin,66,State Senate,9,D,Gail Rowland,33,14,19
Franklin,67,State Senate,9,D,Gail Rowland,52,24,28
Franklin,68,State Senate,9,D,Gail Rowland,8,8,
Franklin,69,State Senate,9,D,Gail Rowland,10,10,
Franklin,70,State Senate,9,D,Gail Rowland,16,16,
Franklin,71,State Senate,9,D,Gail Rowland,5,5,
Franklin,74,State Senate,9,D,Gail Rowland,6,6,
Franklin,75,State Senate,9,D,Gail Rowland,0,0,
Franklin,,State Senate,9,D,Gail Rowland,498,417,81
Franklin,48,State Senate,9,R,Mark Schoesler,224,224,
Franklin,49,State Senate,9,R,Mark Schoesler,47,47,
Franklin,50,State Senate,9,R,Mark Schoesler,74,74,
Franklin,51,State Senate,9,R,Mark Schoesler,84,84,
Franklin,52,State Senate,9,R,Mark Schoesler,95,95,
Franklin,53,State Senate,9,R,Mark Schoesler,128,128,
Franklin,54,State Senate,9,R,Mark Schoesler,195,195,
Franklin,55,State Senate,9,R,Mark Schoesler,80,80,
Franklin,56,State Senate,9,R,Mark Schoesler,114,114,
Franklin,57,State Senate,9,R,Mark Schoesler,68,68,
Franklin,58,State Senate,9,R,Mark Schoesler,120,120,
Franklin,59,State Senate,9,R,Mark Schoesler,82,82,
Franklin,60,State Senate,9,R,Mark Schoesler,46,46,
Franklin,61,State Senate,9,R,Mark Schoesler,105,105,
Franklin,62,State Senate,9,R,Mark Schoesler,50,50,
Franklin,63,State Senate,9,R,Mark Schoesler,147,147,
Franklin,64,State Senate,9,R,Mark Schoesler,112,55,57
Franklin,65,State Senate,9,R,Mark Schoesler,8,6,2
Franklin,66,State Senate,9,R,Mark Schoesler,133,59,74
Franklin,67,State Senate,9,R,Mark Schoesler,145,66,79
Franklin,68,State Senate,9,R,Mark Schoesler,79,79,
Franklin,69,State Senate,9,R,Mark Schoesler,120,120,
Franklin,70,State Senate,9,R,Mark Schoesler,38,38,
Franklin,71,State Senate,9,R,Mark Schoesler,16,16,
Franklin,74,State Senate,9,R,Mark Schoesler,49,49,
Franklin,75,State Senate,9,R,Mark Schoesler,0,0,
Franklin,,State Senate,9,R,Mark Schoesler,2359,2147,212
Franklin,48,State Senate,9,,Write-ins,1,1,
Franklin,49,State Senate,9,,Write-ins,0,0,
Franklin,50,State Senate,9,,Write-ins,0,0,
Franklin,51,State Senate,9,,Write-ins,0,0,
Franklin,52,State Senate,9,,Write-ins,0,0,
Franklin,53,State Senate,9,,Write-ins,0,0,
Franklin,54,State Senate,9,,Write-ins,1,1,
Franklin,55,State Senate,9,,Write-ins,0,0,
Franklin,56,State Senate,9,,Write-ins,0,0,
Franklin,57,State Senate,9,,Write-ins,0,0,
Franklin,58,State Senate,9,,Write-ins,0,0,
Franklin,59,State Senate,9,,Write-ins,0,0,
Franklin,60,State Senate,9,,Write-ins,0,0,
Franklin,61,State Senate,9,,Write-ins,0,0,
Franklin,62,State Senate,9,,Write-ins,0,0,
Franklin,63,State Senate,9,,Write-ins,0,0,
Franklin,64,State Senate,9,,Write-ins,1,0,1
Franklin,65,State Senate,9,,Write-ins,0,0,0
Franklin,66,State Senate,9,,Write-ins,0,0,0
Franklin,67,State Senate,9,,Write-ins,0,0,0
Franklin,68,State Senate,9,,Write-ins,0,0,
Franklin,69,State Senate,9,,Write-ins,0,0,
Franklin,70,State Senate,9,,Write-ins,0,0,
Franklin,71,State Senate,9,,Write-ins,0,0,
Franklin,74,State Senate,9,,Write-ins,0,0,
Franklin,75,State Senate,9,,Write-ins,0,0,
Franklin,,State Senate,9,,Write-ins,3,2,1
Franklin,48,State House,9--1,D,Sean Gallegos,38,38,
Franklin,49,State House,9--1,D,Sean Gallegos,8,8,
Franklin,50,State House,9--1,D,Sean Gallegos,10,10,
Franklin,51,State House,9--1,D,Sean Gallegos,11,11,
Franklin,52,State House,9--1,D,Sean Gallegos,10,10,
Franklin,53,State House,9--1,D,Sean Gallegos,8,8,
Franklin,54,State House,9--1,D,Sean Gallegos,49,49,
Franklin,55,State House,9--1,D,Sean Gallegos,6,6,
Franklin,56,State House,9--1,D,Sean Gallegos,18,18,
Franklin,57,State House,9--1,D,Sean Gallegos,25,25,
Franklin,58,State House,9--1,D,Sean Gallegos,20,20,
Franklin,59,State House,9--1,D,Sean Gallegos,13,13,
Franklin,60,State House,9--1,D,Sean Gallegos,9,9,
Franklin,61,State House,9--1,D,Sean Gallegos,7,7,
Franklin,62,State House,9--1,D,Sean Gallegos,32,32,
Franklin,63,State House,9--1,D,Sean Gallegos,13,13,
Franklin,64,State House,9--1,D,Sean Gallegos,70,39,31
Franklin,65,State House,9--1,D,Sean Gallegos,11,9,2
Franklin,66,State House,9--1,D,Sean Gallegos,43,18,25
Franklin,67,State House,9--1,D,Sean Gallegos,56,24,32
Franklin,68,State House,9--1,D,Sean Gallegos,12,12,
Franklin,69,State House,9--1,D,Sean Gallegos,8,8,
Franklin,70,State House,9--1,D,Sean Gallegos,12,12,
Franklin,71,State House,9--1,D,Sean Gallegos,5,5,
Franklin,74,State House,9--1,D,Sean Gallegos,8,8,
Franklin,75,State House,9--1,D,Sean Gallegos,0,0,
Franklin,,State House,9--1,D,Sean Gallegos,502,412,90
Franklin,48,State House,9--1,R,Don Cox,222,222,
Franklin,49,State House,9--1,R,Don Cox,44,44,
Franklin,50,State House,9--1,R,Don Cox,76,76,
Franklin,51,State House,9--1,R,Don Cox,83,83,
Franklin,52,State House,9--1,R,Don Cox,86,86,
Franklin,53,State House,9--1,R,Don Cox,121,121,
Franklin,54,State House,9--1,R,Don Cox,192,192,
Franklin,55,State House,9--1,R,Don Cox,82,82,
Franklin,56,State House,9--1,R,Don Cox,122,122,
Franklin,57,State House,9--1,R,Don Cox,67,67,
Franklin,58,State House,9--1,R,Don Cox,116,116,
Franklin,59,State House,9--1,R,Don Cox,77,77,
Franklin,60,State House,9--1,R,Don Cox,42,42,
Franklin,61,State House,9--1,R,Don Cox,108,108,
Franklin,62,State House,9--1,R,Don Cox,45,45,
Franklin,63,State House,9--1,R,Don Cox,145,145,
Franklin,64,State House,9--1,R,Don Cox,115,59,56
Franklin,65,State House,9--1,R,Don Cox,7,5,2
Franklin,66,State House,9--1,R,Don Cox,122,53,69
Franklin,67,State House,9--1,R,Don Cox,136,63,73
Franklin,68,State House,9--1,R,Don Cox,73,73,
Franklin,69,State House,9--1,R,Don Cox,121,121,
Franklin,70,State House,9--1,R,Don Cox,42,42,
Franklin,71,State House,9--1,R,Don Cox,14,14,
Franklin,74,State House,9--1,R,Don Cox,46,46,
Franklin,75,State House,9--1,R,Don Cox,0,0,
Franklin,,State House,9--1,R,Don Cox,2304,2104,200
Franklin,48,State House,9--1,,Write-ins,1,1,
Franklin,49,State House,9--1,,Write-ins,0,0,
Franklin,50,State House,9--1,,Write-ins,0,0,
Franklin,51,State House,9--1,,Write-ins,0,0,
Franklin,52,State House,9--1,,Write-ins,0,0,
Franklin,53,State House,9--1,,Write-ins,0,0,
Franklin,54,State House,9--1,,Write-ins,0,0,
Franklin,55,State House,9--1,,Write-ins,0,0,
Franklin,56,State House,9--1,,Write-ins,0,0,
Franklin,57,State House,9--1,,Write-ins,0,0,
Franklin,58,State House,9--1,,Write-ins,0,0,
Franklin,59,State House,9--1,,Write-ins,0,0,
Franklin,60,State House,9--1,,Write-ins,1,1,
Franklin,61,State House,9--1,,Write-ins,0,0,
Franklin,62,State House,9--1,,Write-ins,0,0,
Franklin,63,State House,9--1,,Write-ins,0,0,
Franklin,64,State House,9--1,,Write-ins,1,0,1
Franklin,65,State House,9--1,,Write-ins,0,0,0
Franklin,66,State House,9--1,,Write-ins,0,0,0
Franklin,67,State House,9--1,,Write-ins,0,0,0
Franklin,68,State House,9--1,,Write-ins,0,0,
Franklin,69,State House,9--1,,Write-ins,0,0,
Franklin,70,State House,9--1,,Write-ins,0,0,
Franklin,71,State House,9--1,,Write-ins,0,0,
Franklin,74,State House,9--1,,Write-ins,0,0,
Franklin,75,State House,9--1,,Write-ins,0,0,
Franklin,,State House,9--1,,Write-ins,3,2,1
Franklin,48,State House,9--2,D,Eileen Macool,46,46,
Franklin,49,State House,9--2,D,Eileen Macool,8,8,
Franklin,50,State House,9--2,D,Eileen Macool,16,16,
Franklin,51,State House,9--2,D,Eileen Macool,10,10,
Franklin,52,State House,9--2,D,Eileen Macool,11,11,
Franklin,53,State House,9--2,D,Eileen Macool,10,10,
Franklin,54,State House,9--2,D,Eileen Macool,54,54,
Franklin,55,State House,9--2,D,Eileen Macool,8,8,
Franklin,56,State House,9--2,D,Eileen Macool,32,32,
Franklin,57,State House,9--2,D,Eileen Macool,29,29,
Franklin,58,State House,9--2,D,Eileen Macool,22,22,
Franklin,59,State House,9--2,D,Eileen Macool,15,15,
Franklin,60,State House,9--2,D,Eileen Macool,14,14,
Franklin,61,State House,9--2,D,Eileen Macool,10,10,
Franklin,62,State House,9--2,D,Eileen Macool,33,33,
Franklin,63,State House,9--2,D,Eileen Macool,17,17,
Franklin,64,State House,9--2,D,Eileen Macool,78,41,37
Franklin,65,State House,9--2,D,Eileen Macool,10,8,2
Franklin,66,State House,9--2,D,Eileen Macool,49,20,29
Franklin,67,State House,9--2,D,Eileen Macool,69,27,42
Franklin,68,State House,9--2,D,Eileen Macool,18,18,
Franklin,69,State House,9--2,D,Eileen Macool,20,20,
Franklin,70,State House,9--2,D,Eileen Macool,25,25,
Franklin,71,State House,9--2,D,Eileen Macool,7,7,
Franklin,74,State House,9--2,D,Eileen Macool,7,7,
Franklin,75,State House,9--2,D,Eileen Macool,0,0,
Franklin,,State House,9--2,D,Eileen Macool,618,508,110
Franklin,48,State House,9--2,R,David Buri,212,212,
Franklin,49,State House,9--2,R,David Buri,44,44,
Franklin,50,State House,9--2,R,David Buri,70,70,
Franklin,51,State House,9--2,R,David Buri,83,83,
Franklin,52,State House,9--2,R,David Buri,89,89,
Franklin,53,State House,9--2,R,David Buri,120,120,
Franklin,54,State House,9--2,R,David Buri,184,184,
Franklin,55,State House,9--2,R,David Buri,76,76,
Franklin,56,State House,9--2,R,David Buri,105,105,
Franklin,57,State House,9--2,R,David Buri,61,61,
Franklin,58,State House,9--2,R,David Buri,116,116,
Franklin,59,State House,9--2,R,David Buri,73,73,
Franklin,60,State House,9--2,R,David Buri,38,38,
Franklin,61,State House,9--2,R,David Buri,103,103,
Franklin,62,State House,9--2,R,David Buri,39,39,
Franklin,63,State House,9--2,R,David Buri,137,137,
Franklin,64,State House,9--2,R,David Buri,107,55,52
Franklin,65,State House,9--2,R,David Buri,9,7,2
Franklin,66,State House,9--2,R,David Buri,115,50,65
Franklin,67,State House,9--2,R,David Buri,126,61,65
Franklin,68,State House,9--2,R,David Buri,63,63,
Franklin,69,State House,9--2,R,David Buri,104,104,
Franklin,70,State House,9--2,R,David Buri,27,27,
Franklin,71,State House,9--2,R,David Buri,14,14,
Franklin,74,State House,9--2,R,David Buri,47,47,
Franklin,75,State House,9--2,R,David Buri,0,0,
Franklin,,State House,9--2,R,David Buri,2162,1978,184
Franklin,48,State House,9--2,,Write-ins,0,0,
Franklin,49,State House,9--2,,Write-ins,0,0,
Franklin,50,State House,9--2,,Write-ins,0,0,
Franklin,51,State House,9--2,,Write-ins,0,0,
Franklin,52,State House,9--2,,Write-ins,0,0,
Franklin,53,State House,9--2,,Write-ins,0,0,
Franklin,54,State House,9--2,,Write-ins,2,2,
Franklin,55,State House,9--2,,Write-ins,0,0,
Franklin,56,State House,9--2,,Write-ins,3,3,
Franklin,57,State House,9--2,,Write-ins,0,0,
Franklin,58,State House,9--2,,Write-ins,0,0,
Franklin,59,State House,9--2,,Write-ins,0,0,
Franklin,60,State House,9--2,,Write-ins,1,1,
Franklin,61,State House,9--2,,Write-ins,2,2,
Franklin,62,State House,9--2,,Write-ins,4,4,
Franklin,63,State House,9--2,,Write-ins,1,1,
Franklin,64,State House,9--2,,Write-ins,1,0,1
Franklin,65,State House,9--2,,Write-ins,0,0,0
Franklin,66,State House,9--2,,Write-ins,0,0,0
Franklin,67,State House,9--2,,Write-ins,0,0,0
Franklin,68,State House,9--2,,Write-ins,3,3,
Franklin,69,State House,9--2,,Write-ins,0,0,
Franklin,70,State House,9--2,,Write-ins,0,0,
Franklin,71,State House,9--2,,Write-ins,0,0,
Franklin,74,State House,9--2,,Write-ins,0,0,
Franklin,75,State House,9--2,,Write-ins,0,0,
Franklin,,State House,9--2,,Write-ins,17,16,1
Franklin,1,State Senate,16,D,Rebecca Francik,290,61,229
Franklin,2,State Senate,16,D,Rebecca Francik,141,41,100
Franklin,3,State Senate,16,D,Rebecca Francik,171,57,114
Franklin,4,State Senate,16,D,Rebecca Francik,128,51,77
Franklin,5,State Senate,16,D,Rebecca Francik,89,37,52
Franklin,6,State Senate,16,D,Rebecca Francik,123,38,85
Franklin,7,State Senate,16,D,Rebecca Francik,99,27,72
Franklin,8,State Senate,16,D,Rebecca Francik,62,62,
Franklin,9,State Senate,16,D,Rebecca Francik,34,34,
Franklin,10,State Senate,16,D,Rebecca Francik,138,50,88
Franklin,11,State Senate,16,D,Rebecca Francik,231,101,130
Franklin,12,State Senate,16,D,Rebecca Francik,226,91,135
Franklin,13,State Senate,16,D,Rebecca Francik,106,106,
Franklin,14,State Senate,16,D,Rebecca Francik,130,45,85
Franklin,15,State Senate,16,D,Rebecca Francik,76,76,
Franklin,16,State Senate,16,D,Rebecca Francik,32,32,
Franklin,17,State Senate,16,D,Rebecca Francik,71,71,
Franklin,18,State Senate,16,D,Rebecca Francik,29,29,
Franklin,19,State Senate,16,D,Rebecca Francik,59,59,
Franklin,20,State Senate,16,D,Rebecca Francik,41,41,
Franklin,21,State Senate,16,D,Rebecca Francik,46,46,
Franklin,22,State Senate,16,D,Rebecca Francik,65,65,
Franklin,23,State Senate,16,D,Rebecca Francik,187,65,122
Franklin,24,State Senate,16,D,Rebecca Francik,222,71,151
Franklin,25,State Senate,16,D,Rebecca Francik,52,52,
Franklin,26,State Senate,16,D,Rebecca Francik,32,32,
Franklin,27,State Senate,16,D,Rebecca Francik,41,41,
Franklin,28,State Senate,16,D,Rebecca Francik,37,37,
Franklin,29,State Senate,16,D,Rebecca Francik,311,72,239
Franklin,30,State Senate,16,D,Rebecca Francik,81,10,71
Franklin,31,State Senate,16,D,Rebecca Francik,223,45,178
Franklin,32,State Senate,16,D,Rebecca Francik,253,98,155
Franklin,33,State Senate,16,D,Rebecca Francik,175,63,112
Franklin,34,State Senate,16,D,Rebecca Francik,4,4,
Franklin,35,State Senate,16,D,Rebecca Francik,18,18,
Franklin,36,State Senate,16,D,Rebecca Francik,76,76,
Franklin,37,State Senate,16,D,Rebecca Francik,77,77,
Franklin,38,State Senate,16,D,Rebecca Francik,33,7,26
Franklin,39,State Senate,16,D,Rebecca Francik,39,12,27
Franklin,40,State Senate,16,D,Rebecca Francik,57,20,37
Franklin,41,State Senate,16,D,Rebecca Francik,128,49,79
Franklin,42,State Senate,16,D,Rebecca Francik,83,24,59
Franklin,43,State Senate,16,D,Rebecca Francik,51,14,37
Franklin,44,State Senate,16,D,Rebecca Francik,34,34,
Franklin,45,State Senate,16,D,Rebecca Francik,36,36,
Franklin,46,State Senate,16,D,Rebecca Francik,55,55,
Franklin,47,State Senate,16,D,Rebecca Francik,80,80,
Franklin,72,State Senate,16,D,Rebecca Francik,25,25,
Franklin,73,State Senate,16,D,Rebecca Francik,37,37,
Franklin,,State Senate,16,D,Rebecca Francik,4834,2374,2460
Franklin,1,State Senate,16,R,Mike Hewitt,171,41,130
Franklin,2,State Senate,16,R,Mike Hewitt,75,15,60
Franklin,3,State Senate,16,R,Mike Hewitt,90,31,59
Franklin,4,State Senate,16,R,Mike Hewitt,89,37,52
Franklin,5,State Senate,16,R,Mike Hewitt,58,20,38
Franklin,6,State Senate,16,R,Mike Hewitt,97,26,71
Franklin,7,State Senate,16,R,Mike Hewitt,62,14,48
Franklin,8,State Senate,16,R,Mike Hewitt,144,144,
Franklin,9,State Senate,16,R,Mike Hewitt,59,59,
Franklin,10,State Senate,16,R,Mike Hewitt,166,73,93
Franklin,11,State Senate,16,R,Mike Hewitt,182,75,107
Franklin,12,State Senate,16,R,Mike Hewitt,207,78,129
Franklin,13,State Senate,16,R,Mike Hewitt,91,91,
Franklin,14,State Senate,16,R,Mike Hewitt,193,88,105
Franklin,15,State Senate,16,R,Mike Hewitt,76,76,
Franklin,16,State Senate,16,R,Mike Hewitt,32,32,
Franklin,17,State Senate,16,R,Mike Hewitt,96,96,
Franklin,18,State Senate,16,R,Mike Hewitt,69,69,
Franklin,19,State Senate,16,R,Mike Hewitt,69,69,
Franklin,20,State Senate,16,R,Mike Hewitt,59,59,
Franklin,21,State Senate,16,R,Mike Hewitt,60,60,
Franklin,22,State Senate,16,R,Mike Hewitt,108,108,
Franklin,23,State Senate,16,R,Mike Hewitt,265,97,168
Franklin,24,State Senate,16,R,Mike Hewitt,378,113,265
Franklin,25,State Senate,16,R,Mike Hewitt,86,86,
Franklin,26,State Senate,16,R,Mike Hewitt,101,101,
Franklin,27,State Senate,16,R,Mike Hewitt,69,69,
Franklin,28,State Senate,16,R,Mike Hewitt,68,68,
Franklin,29,State Senate,16,R,Mike Hewitt,750,214,536
Franklin,30,State Senate,16,R,Mike Hewitt,169,36,133
Franklin,31,State Senate,16,R,Mike Hewitt,444,111,333
Franklin,32,State Senate,16,R,Mike Hewitt,338,147,191
Franklin,33,State Senate,16,R,Mike Hewitt,390,121,269
Franklin,34,State Senate,16,R,Mike Hewitt,6,6,
Franklin,35,State Senate,16,R,Mike Hewitt,45,45,
Franklin,36,State Senate,16,R,Mike Hewitt,140,140,
Franklin,37,State Senate,16,R,Mike Hewitt,146,146,
Franklin,38,State Senate,16,R,Mike Hewitt,108,20,88
Franklin,39,State Senate,16,R,Mike Hewitt,105,33,72
Franklin,40,State Senate,16,R,Mike Hewitt,168,72,96
Franklin,41,State Senate,16,R,Mike Hewitt,252,106,146
Franklin,42,State Senate,16,R,Mike Hewitt,182,60,122
Franklin,43,State Senate,16,R,Mike Hewitt,85,30,55
Franklin,44,State Senate,16,R,Mike Hewitt,130,130,
Franklin,45,State Senate,16,R,Mike Hewitt,91,91,
Franklin,46,State Senate,16,R,Mike Hewitt,143,143,
Franklin,47,State Senate,16,R,Mike Hewitt,137,137,
Franklin,72,State Senate,16,R,Mike Hewitt,91,91,
Franklin,73,State Senate,16,R,Mike Hewitt,127,127,
Franklin,,State Senate,16,R,Mike Hewitt,7267,3901,3366
Franklin,1,State Senate,16,,Write-ins,3,0,3
Franklin,2,State Senate,16,,Write-ins,0,0,0
Franklin,3,State Senate,16,,Write-ins,4,1,3
Franklin,4,State Senate,16,,Write-ins,0,0,0
Franklin,5,State Senate,16,,Write-ins,1,1,0
Franklin,6,State Senate,16,,Write-ins,1,1,0
Franklin,7,State Senate,16,,Write-ins,2,2,0
Franklin,8,State Senate,16,,Write-ins,0,0,
Franklin,9,State Senate,16,,Write-ins,0,0,
Franklin,10,State Senate,16,,Write-ins,0,0,0
Franklin,11,State Senate,16,,Write-ins,1,1,0
Franklin,12,State Senate,16,,Write-ins,0,0,0
Franklin,13,State Senate,16,,Write-ins,1,1,
Franklin,14,State Senate,16,,Write-ins,0,0,0
Franklin,15,State Senate,16,,Write-ins,1,1,
Franklin,16,State Senate,16,,Write-ins,0,0,
Franklin,17,State Senate,16,,Write-ins,0,0,
Franklin,18,State Senate,16,,Write-ins,0,0,
Franklin,19,State Senate,16,,Write-ins,0,0,
Franklin,20,State Senate,16,,Write-ins,2,2,
Franklin,21,State Senate,16,,Write-ins,0,0,
Franklin,22,State Senate,16,,Write-ins,3,3,
Franklin,23,State Senate,16,,Write-ins,1,0,1
Franklin,24,State Senate,16,,Write-ins,0,0,0
Franklin,25,State Senate,16,,Write-ins,0,0,
Franklin,26,State Senate,16,,Write-ins,0,0,
Franklin,27,State Senate,16,,Write-ins,0,0,
Franklin,28,State Senate,16,,Write-ins,0,0,
Franklin,29,State Senate,16,,Write-ins,0,0,0
Franklin,30,State Senate,16,,Write-ins,1,1,0
Franklin,31,State Senate,16,,Write-ins,2,0,2
Franklin,32,State Senate,16,,Write-ins,1,1,0
Franklin,33,State Senate,16,,Write-ins,4,1,3
Franklin,34,State Senate,16,,Write-ins,0,0,
Franklin,35,State Senate,16,,Write-ins,0,0,
Franklin,36,State Senate,16,,Write-ins,0,0,
Franklin,37,State Senate,16,,Write-ins,0,0,
Franklin,38,State Senate,16,,Write-ins,0,0,0
Franklin,39,State Senate,16,,Write-ins,0,0,0
Franklin,40,State Senate,16,,Write-ins,0,0,0
Franklin,41,State Senate,16,,Write-ins,1,0,1
Franklin,42,State Senate,16,,Write-ins,0,0,0
Franklin,43,State Senate,16,,Write-ins,0,0,0
Franklin,44,State Senate,16,,Write-ins,0,0,
Franklin,45,State Senate,16,,Write-ins,0,0,
Franklin,46,State Senate,16,,Write-ins,0,0,
Franklin,47,State Senate,16,,Write-ins,0,0,
Franklin,72,State Senate,16,,Write-ins,0,0,
Franklin,73,State Senate,16,,Write-ins,0,0,
Franklin,,State Senate,16,,Write-ins,29,16,13
Franklin,1,State House,16--1,D,Jim Barnett,281,62,219
Franklin,2,State House,16--1,D,Jim Barnett,147,41,106
Franklin,3,State House,16--1,D,Jim Barnett,175,53,122
Franklin,4,State House,16--1,D,Jim Barnett,119,50,69
Franklin,5,State House,16--1,D,Jim Barnett,81,35,46
Franklin,6,State House,16--1,D,Jim Barnett,127,37,90
Franklin,7,State House,16--1,D,Jim Barnett,96,27,69
Franklin,8,State House,16--1,D,Jim Barnett,62,62,
Franklin,9,State House,16--1,D,Jim Barnett,40,40,
Franklin,10,State House,16--1,D,Jim Barnett,152,58,94
Franklin,11,State House,16--1,D,Jim Barnett,218,94,124
Franklin,12,State House,16--1,D,Jim Barnett,216,93,123
Franklin,13,State House,16--1,D,Jim Barnett,99,99,
Franklin,14,State House,16--1,D,Jim Barnett,131,51,80
Franklin,15,State House,16--1,D,Jim Barnett,85,85,
Franklin,16,State House,16--1,D,Jim Barnett,30,30,
Franklin,17,State House,16--1,D,Jim Barnett,65,65,
Franklin,18,State House,16--1,D,Jim Barnett,23,23,
Franklin,19,State House,16--1,D,Jim Barnett,60,60,
Franklin,20,State House,16--1,D,Jim Barnett,37,37,
Franklin,21,State House,16--1,D,Jim Barnett,46,46,
Franklin,22,State House,16--1,D,Jim Barnett,70,70,
Franklin,23,State House,16--1,D,Jim Barnett,160,57,103
Franklin,24,State House,16--1,D,Jim Barnett,215,71,144
Franklin,25,State House,16--1,D,Jim Barnett,51,51,
Franklin,26,State House,16--1,D,Jim Barnett,23,23,
Franklin,27,State House,16--1,D,Jim Barnett,27,27,
Franklin,28,State House,16--1,D,Jim Barnett,35,35,
Franklin,29,State House,16--1,D,Jim Barnett,287,72,215
Franklin,30,State House,16--1,D,Jim Barnett,81,11,70
Franklin,31,State House,16--1,D,Jim Barnett,214,39,175
Franklin,32,State House,16--1,D,Jim Barnett,218,87,131
Franklin,33,State House,16--1,D,Jim Barnett,171,63,108
Franklin,34,State House,16--1,D,Jim Barnett,1,1,
Franklin,35,State House,16--1,D,Jim Barnett,24,24,
Franklin,36,State House,16--1,D,Jim Barnett,57,57,
Franklin,37,State House,16--1,D,Jim Barnett,67,67,
Franklin,38,State House,16--1,D,Jim Barnett,40,9,31
Franklin,39,State House,16--1,D,Jim Barnett,39,10,29
Franklin,40,State House,16--1,D,Jim Barnett,57,23,34
Franklin,41,State House,16--1,D,Jim Barnett,121,43,78
Franklin,42,State House,16--1,D,Jim Barnett,82,25,57
Franklin,43,State House,16--1,D,Jim Barnett,51,18,33
Franklin,44,State House,16--1,D,Jim Barnett,35,35,
Franklin,45,State House,16--1,D,Jim Barnett,43,43,
Franklin,46,State House,16--1,D,Jim Barnett,58,58,
Franklin,47,State House,16--1,D,Jim Barnett,79,79,
Franklin,72,State House,16--1,D,Jim Barnett,18,18,
Franklin,73,State House,16--1,D,Jim Barnett,35,35,
Franklin,,State House,16--1,D,Jim Barnett,4649,2299,2350
Franklin,1,State House,16--1,R,Maureen Walsh,158,30,128
Franklin,2,State House,16--1,R,Maureen Walsh,70,14,56
Franklin,3,State House,16--1,R,Maureen Walsh,80,31,49
Franklin,4,State House,16--1,R,Maureen Walsh,90,38,52
Franklin,5,State House,16--1,R,Maureen Walsh,61,23,38
Franklin,6,State House,16--1,R,Maureen Walsh,93,28,65
Franklin,7,State House,16--1,R,Maureen Walsh,58,15,43
Franklin,8,State House,16--1,R,Maureen Walsh,138,138,
Franklin,9,State House,16--1,R,Maureen Walsh,51,51,
