county,precinct_code,precinct,office,district,party,candidate,votes
Whatcom,172,172,President Democratic Party,,,Bernie Sanders,87
Whatcom,173,173,President Democratic Party,,,Hillary Clinton,86
Whatcom,173,173,President Democratic Party,,,Bernie Sanders,66
Whatcom,174,174,President Democratic Party,,,Hillary Clinton,62
Whatcom,174,174,President Democratic Party,,,Bernie Sanders,114
Whatcom,175,175,President Democratic Party,,,Hillary Clinton,105
Whatcom,175,175,President Democratic Party,,,Bernie Sanders,183
Whatcom,176,176,President Democratic Party,,,Hillary Clinton,108
Whatcom,176,176,President Democratic Party,,,Bernie Sanders,87
Whatcom,177,177,President Democratic Party,,,Hillary Clinton,85
Whatcom,177,177,President Democratic Party,,,Bernie Sanders,82
Whatcom,178,178,President Democratic Party,,,Hillary Clinton,109
Whatcom,178,178,President Democratic Party,,,Bernie Sanders,167
Whatcom,179,179,President Democratic Party,,,Hillary Clinton,22
Whatcom,179,179,President Democratic Party,,,Bernie Sanders,33
Whatcom,180,180,President Democratic Party,,,Hillary Clinton,116
Whatcom,180,180,President Democratic Party,,,Bernie Sanders,103
Whatcom,181,181,President Democratic Party,,,Hillary Clinton,113
Whatcom,181,181,President Democratic Party,,,Bernie Sanders,139
Whatcom,182,182,President Democratic Party,,,Hillary Clinton,115
Whatcom,182,182,President Democratic Party,,,Bernie Sanders,171
Whatcom,183,183,President Democratic Party,,,Hillary Clinton,3
Whatcom,183,183,President Democratic Party,,,Bernie Sanders,8
Whatcom,201,201,President Democratic Party,,,Hillary Clinton,193
Whatcom,201,201,President Democratic Party,,,Bernie Sanders,191
Whatcom,202,202,President Democratic Party,,,Hillary Clinton,109
Whatcom,202,202,President Democratic Party,,,Bernie Sanders,85
Whatcom,203,203,President Democratic Party,,,Hillary Clinton,98
Whatcom,203,203,President Democratic Party,,,Bernie Sanders,146
Whatcom,204,204,President Democratic Party,,,Hillary Clinton,54
Whatcom,204,204,President Democratic Party,,,Bernie Sanders,90
Whatcom,205,205,President Democratic Party,,,Hillary Clinton,66
Whatcom,205,205,President Democratic Party,,,Bernie Sanders,95
Whatcom,206,206,President Democratic Party,,,Hillary Clinton,86
Whatcom,206,206,President Democratic Party,,,Bernie Sanders,193
Whatcom,207,207,President Democratic Party,,,Hillary Clinton,50
Whatcom,207,207,President Democratic Party,,,Bernie Sanders,107
Whatcom,208,208,President Democratic Party,,,Hillary Clinton,140
Whatcom,208,208,President Democratic Party,,,Bernie Sanders,233
Whatcom,209,209,President Democratic Party,,,Hillary Clinton,92
Whatcom,209,209,President Democratic Party,,,Bernie Sanders,157
Whatcom,210,210,President Democratic Party,,,Hillary Clinton,107
Whatcom,210,210,President Democratic Party,,,Bernie Sanders,232
Whatcom,211,211,President Democratic Party,,,Hillary Clinton,97
Whatcom,211,211,President Democratic Party,,,Bernie Sanders,143
Whatcom,212,212,President Democratic Party,,,Hillary Clinton,61
Whatcom,212,212,President Democratic Party,,,Bernie Sanders,81
Whatcom,213,213,President Democratic Party,,,Hillary Clinton,124
Whatcom,213,213,President Democratic Party,,,Bernie Sanders,177
Whatcom,214,214,President Democratic Party,,,Hillary Clinton,97
Whatcom,214,214,President Democratic Party,,,Bernie Sanders,146
Whatcom,215,215,President Democratic Party,,,Hillary Clinton,79
Whatcom,215,215,President Democratic Party,,,Bernie Sanders,220
Whatcom,216,216,President Democratic Party,,,Hillary Clinton,95
Whatcom,216,216,President Democratic Party,,,Bernie Sanders,202
Whatcom,217,217,President Democratic Party,,,Hillary Clinton,72
Whatcom,217,217,President Democratic Party,,,Bernie Sanders,62
Whatcom,218,218,President Democratic Party,,,Hillary Clinton,84
Whatcom,218,218,President Democratic Party,,,Bernie Sanders,89
Whatcom,219,219,President Democratic Party,,,Hillary Clinton,73
Whatcom,219,219,President Democratic Party,,,Bernie Sanders,168
Whatcom,220,220,President Democratic Party,,,Hillary Clinton,87
Whatcom,220,220,President Democratic Party,,,Bernie Sanders,146
Whatcom,221,221,President Democratic Party,,,Hillary Clinton,101
Whatcom,221,221,President Democratic Party,,,Bernie Sanders,82
Whatcom,222,222,President Democratic Party,,,Hillary Clinton,126
Whatcom,222,222,President Democratic Party,,,Bernie Sanders,187
Whatcom,223,223,President Democratic Party,,,Hillary Clinton,57
Whatcom,223,223,President Democratic Party,,,Bernie Sanders,142
Whatcom,224,224,President Democratic Party,,,Hillary Clinton,53
Whatcom,224,224,President Democratic Party,,,Bernie Sanders,96
Whatcom,225,225,President Democratic Party,,,Hillary Clinton,116
Whatcom,225,225,President Democratic Party,,,Bernie Sanders,305
Whatcom,226,226,President Democratic Party,,,Hillary Clinton,39
Whatcom,226,226,President Democratic Party,,,Bernie Sanders,138
Whatcom,227,227,President Democratic Party,,,Hillary Clinton,86
Whatcom,227,227,President Democratic Party,,,Bernie Sanders,217
Whatcom,228,228,President Democratic Party,,,Hillary Clinton,59
Whatcom,228,228,President Democratic Party,,,Bernie Sanders,230
Whatcom,229,229,President Democratic Party,,,Hillary Clinton,88
Whatcom,229,229,President Democratic Party,,,Bernie Sanders,213
Whatcom,230,230,President Democratic Party,,,Hillary Clinton,51
Whatcom,230,230,President Democratic Party,,,Bernie Sanders,179
Whatcom,231,231,President Democratic Party,,,Hillary Clinton,74
Whatcom,231,231,President Democratic Party,,,Bernie Sanders,221
Whatcom,232,232,President Democratic Party,,,Hillary Clinton,113
Whatcom,232,232,President Democratic Party,,,Bernie Sanders,118
Whatcom,233,233,President Democratic Party,,,Hillary Clinton,81
Whatcom,233,233,President Democratic Party,,,Bernie Sanders,157
Whatcom,234,234,President Democratic Party,,,Hillary Clinton,108
Whatcom,234,234,President Democratic Party,,,Bernie Sanders,143
Whatcom,235,235,President Democratic Party,,,Hillary Clinton,62
Whatcom,235,235,President Democratic Party,,,Bernie Sanders,69
Whatcom,236,236,President Democratic Party,,,Hillary Clinton,47
Whatcom,236,236,President Democratic Party,,,Bernie Sanders,42
Whatcom,237,237,President Democratic Party,,,Hillary Clinton,56
Whatcom,237,237,President Democratic Party,,,Bernie Sanders,82
Whatcom,238,238,President Democratic Party,,,Hillary Clinton,79
Whatcom,238,238,President Democratic Party,,,Bernie Sanders,73
Whatcom,239,239,President Democratic Party,,,Hillary Clinton,125
Whatcom,239,239,President Democratic Party,,,Bernie Sanders,138
Whatcom,240,240,President Democratic Party,,,Hillary Clinton,118
Whatcom,240,240,President Democratic Party,,,Bernie Sanders,136
Whatcom,241,241,President Democratic Party,,,Hillary Clinton,75
Whatcom,241,241,President Democratic Party,,,Bernie Sanders,127
Whatcom,242,242,President Democratic Party,,,Hillary Clinton,73
Whatcom,242,242,President Democratic Party,,,Bernie Sanders,112
Whatcom,243,243,President Democratic Party,,,Hillary Clinton,107
Whatcom,243,243,President Democratic Party,,,Bernie Sanders,137
Whatcom,244,244,President Democratic Party,,,Hillary Clinton,129
Whatcom,244,244,President Democratic Party,,,Bernie Sanders,184
Whatcom,245,245,President Democratic Party,,,Hillary Clinton,19
Whatcom,245,245,President Democratic Party,,,Bernie Sanders,177
Whatcom,246,246,President Democratic Party,,,Hillary Clinton,71
Whatcom,246,246,President Democratic Party,,,Bernie Sanders,193
Whatcom,247,247,President Democratic Party,,,Hillary Clinton,42
Whatcom,247,247,President Democratic Party,,,Bernie Sanders,229
Whatcom,248,248,President Democratic Party,,,Hillary Clinton,62
Whatcom,248,248,President Democratic Party,,,Bernie Sanders,127
Whatcom,249,249,President Democratic Party,,,Hillary Clinton,107
Whatcom,249,249,President Democratic Party,,,Bernie Sanders,160
Whatcom,250,250,President Democratic Party,,,Hillary Clinton,219
Whatcom,250,250,President Democratic Party,,,Bernie Sanders,182
Whatcom,251,251,President Democratic Party,,,Hillary Clinton,134
Whatcom,251,251,President Democratic Party,,,Bernie Sanders,114
Whatcom,252,252,President Democratic Party,,,Hillary Clinton,8
Whatcom,252,252,President Democratic Party,,,Bernie Sanders,88
Whatcom,253,253,President Democratic Party,,,Hillary Clinton,43
Whatcom,253,253,President Democratic Party,,,Bernie Sanders,272
Whatcom,254,254,President Democratic Party,,,Hillary Clinton,74
Whatcom,254,254,President Democratic Party,,,Bernie Sanders,96
Whatcom,255,255,President Democratic Party,,,Hillary Clinton,61
Whatcom,255,255,President Democratic Party,,,Bernie Sanders,108
Whatcom,256,256,President Democratic Party,,,Hillary Clinton,128
Whatcom,256,256,President Democratic Party,,,Bernie Sanders,174
Whatcom,257,257,President Democratic Party,,,Hillary Clinton,45
Whatcom,257,257,President Democratic Party,,,Bernie Sanders,182
Whatcom,258,258,President Democratic Party,,,Hillary Clinton,105
Whatcom,258,258,President Democratic Party,,,Bernie Sanders,245
Whatcom,259,259,President Democratic Party,,,Hillary Clinton,86
Whatcom,259,259,President Democratic Party,,,Bernie Sanders,70
Whatcom,260,260,President Democratic Party,,,Hillary Clinton,81
Whatcom,260,260,President Democratic Party,,,Bernie Sanders,101
Whatcom,261,261,President Democratic Party,,,Hillary Clinton,103
Whatcom,261,261,President Democratic Party,,,Bernie Sanders,111
Whatcom,262,262,President Democratic Party,,,Hillary Clinton,97
Whatcom,262,262,President Democratic Party,,,Bernie Sanders,157
Whatcom,263,263,President Democratic Party,,,Hillary Clinton,87
Whatcom,263,263,President Democratic Party,,,Bernie Sanders,175
Whatcom,264,264,President Democratic Party,,,Hillary Clinton,132
Whatcom,264,264,President Democratic Party,,,Bernie Sanders,102
Whatcom,265,265,President Democratic Party,,,Hillary Clinton,93
Whatcom,265,265,President Democratic Party,,,Bernie Sanders,96
Whatcom,266,266,President Democratic Party,,,Hillary Clinton,109
Whatcom,266,266,President Democratic Party,,,Bernie Sanders,123
Whatcom,267,267,President Democratic Party,,,Hillary Clinton,0
Whatcom,267,267,President Democratic Party,,,Bernie Sanders,0
Whatcom,268,268,President Democratic Party,,,Hillary Clinton,0
Whatcom,268,268,President Democratic Party,,,Bernie Sanders,0
Whatcom,269,269,President Democratic Party,,,Hillary Clinton,15
Whatcom,269,269,President Democratic Party,,,Bernie Sanders,14
Whatcom,301,301,President Democratic Party,,,Hillary Clinton,76
Whatcom,301,301,President Democratic Party,,,Bernie Sanders,105
Whatcom,302,302,President Democratic Party,,,Hillary Clinton,103
Whatcom,302,302,President Democratic Party,,,Bernie Sanders,161
Whatcom,303,303,President Democratic Party,,,Hillary Clinton,128
Whatcom,303,303,President Democratic Party,,,Bernie Sanders,61
Whatcom,304,304,President Democratic Party,,,Hillary Clinton,37
Whatcom,304,304,President Democratic Party,,,Bernie Sanders,43
Whatcom,401,401,President Democratic Party,,,Hillary Clinton,32
Whatcom,401,401,President Democratic Party,,,Bernie Sanders,49
Whatcom,402,402,President Democratic Party,,,Hillary Clinton,33
Whatcom,402,402,President Democratic Party,,,Bernie Sanders,78
Whatcom,501,501,President Democratic Party,,,Hillary Clinton,61
Whatcom,501,501,President Democratic Party,,,Bernie Sanders,90
Whatcom,502,502,President Democratic Party,,,Hillary Clinton,44
Whatcom,502,502,President Democratic Party,,,Bernie Sanders,94
Whatcom,503,503,President Democratic Party,,,Hillary Clinton,73
Whatcom,503,503,President Democratic Party,,,Bernie Sanders,107
Whatcom,504,504,President Democratic Party,,,Hillary Clinton,31
Whatcom,504,504,President Democratic Party,,,Bernie Sanders,53
Whatcom,505,505,President Democratic Party,,,Hillary Clinton,102
Whatcom,505,505,President Democratic Party,,,Bernie Sanders,164
Whatcom,506,506,President Democratic Party,,,Hillary Clinton,85
Whatcom,506,506,President Democratic Party,,,Bernie Sanders,126
Whatcom,507,507,President Democratic Party,,,Hillary Clinton,55
Whatcom,507,507,President Democratic Party,,,Bernie Sanders,89
Whatcom,508,508,President Democratic Party,,,Hillary Clinton,85
Whatcom,508,508,President Democratic Party,,,Bernie Sanders,109
Whatcom,509,509,President Democratic Party,,,Hillary Clinton,57
Whatcom,509,509,President Democratic Party,,,Bernie Sanders,61
Whatcom,601,601,President Democratic Party,,,Hillary Clinton,84
Whatcom,601,601,President Democratic Party,,,Bernie Sanders,57
Whatcom,602,602,President Democratic Party,,,Hillary Clinton,54
Whatcom,602,602,President Democratic Party,,,Bernie Sanders,47
Whatcom,603,603,President Democratic Party,,,Hillary Clinton,30
Whatcom,603,603,President Democratic Party,,,Bernie Sanders,52
Whatcom,604,604,President Democratic Party,,,Hillary Clinton,44
Whatcom,604,604,President Democratic Party,,,Bernie Sanders,48
Whatcom,605,605,President Democratic Party,,,Hillary Clinton,23
Whatcom,605,605,President Democratic Party,,,Bernie Sanders,28
Whatcom,606,606,President Democratic Party,,,Hillary Clinton,46
Whatcom,606,606,President Democratic Party,,,Bernie Sanders,32
Whatcom,607,607,President Democratic Party,,,Hillary Clinton,35
Whatcom,607,607,President Democratic Party,,,Bernie Sanders,33
Whatcom,608,608,President Democratic Party,,,Hillary Clinton,43
Whatcom,608,608,President Democratic Party,,,Bernie Sanders,56
Whatcom,609,609,President Democratic Party,,,Hillary Clinton,41
Whatcom,609,609,President Democratic Party,,,Bernie Sanders,50
Whatcom,610,610,President Democratic Party,,,Hillary Clinton,42
Whatcom,610,610,President Democratic Party,,,Bernie Sanders,51
Whatcom,611,611,President Democratic Party,,,Hillary Clinton,21
Whatcom,611,611,President Democratic Party,,,Bernie Sanders,40
Whatcom,701,701,President Democratic Party,,,Hillary Clinton,42
Whatcom,701,701,President Democratic Party,,,Bernie Sanders,63
Whatcom,801,801,President Democratic Party,,,Hillary Clinton,51
Whatcom,801,801,President Democratic Party,,,Bernie Sanders,50
Whitman,31,TEKOA IN,President Democratic Party,,,Hillary Clinton,23
Whitman,31,TEKOA IN,President Democratic Party,,,Bernie Sanders,31
Whitman,32,OAKESDALE IN,President Democratic Party,,,Hillary Clinton,20
Whitman,32,OAKESDALE IN,President Democratic Party,,,Bernie Sanders,12
Whitman,33,FARMINGTON IN,President Democratic Party,,,Hillary Clinton,10
Whitman,33,FARMINGTON IN,President Democratic Party,,,Bernie Sanders,10
Whitman,34,GARFIELD IN,President Democratic Party,,,Hillary Clinton,22
Whitman,34,GARFIELD IN,President Democratic Party,,,Bernie Sanders,28
Whitman,35,COLTON IN,President Democratic Party,,,Hillary Clinton,23
Whitman,35,COLTON IN,President Democratic Party,,,Bernie Sanders,15
Whitman,36,UNIONTOWN IN,President Democratic Party,,,Hillary Clinton,16
Whitman,36,UNIONTOWN IN,President Democratic Party,,,Bernie Sanders,28
Whitman,37,ALBION IN,President Democratic Party,,,Hillary Clinton,25
Whitman,37,ALBION IN,President Democratic Party,,,Bernie Sanders,42
Whitman,42,LACROSSE IN,President Democratic Party,,,Hillary Clinton,17
Whitman,42,LACROSSE IN,President Democratic Party,,,Bernie Sanders,7
Whitman,43,ENDICOTT IN,President Democratic Party,,,Hillary Clinton,9
Whitman,43,ENDICOTT IN,President Democratic Party,,,Bernie Sanders,14
Whitman,44,LAMONT IN,President Democratic Party,,,Hillary Clinton,0
Whitman,44,LAMONT IN,President Democratic Party,,,Bernie Sanders,0
Whitman,45,ST JOHN IN,President Democratic Party,,,Hillary Clinton,24
Whitman,45,ST JOHN IN,President Democratic Party,,,Bernie Sanders,15
Whitman,46,MALDEN IN,President Democratic Party,,,Hillary Clinton,8
Whitman,46,MALDEN IN,President Democratic Party,,,Bernie Sanders,11
Whitman,47,ROSALIA IN,President Democratic Party,,,Hillary Clinton,16
Whitman,47,ROSALIA IN,President Democratic Party,,,Bernie Sanders,29
Whitman,101,TEKOA 101,President Democratic Party,,,Hillary Clinton,3
Whitman,101,TEKOA 101,President Democratic Party,,,Bernie Sanders,6
Whitman,102,OAKESDALE 102,President Democratic Party,,,Hillary Clinton,4
Whitman,102,OAKESDALE 102,President Democratic Party,,,Bernie Sanders,7
Whitman,103,FARMINGTON 103,President Democratic Party,,,Hillary Clinton,2
Whitman,103,FARMINGTON 103,President Democratic Party,,,Bernie Sanders,5
Whitman,104,STEPTOE 104,President Democratic Party,,,Hillary Clinton,8
Whitman,104,STEPTOE 104,President Democratic Party,,,Bernie Sanders,12
Whitman,105,GARFIELD 105,President Democratic Party,,,Hillary Clinton,10
Whitman,105,GARFIELD 105,President Democratic Party,,,Bernie Sanders,12
Whitman,106,PALOUSE RURAL 106,President Democratic Party,,,Hillary Clinton,29
Whitman,106,PALOUSE RURAL 106,President Democratic Party,,,Bernie Sanders,16
Whitman,107,PALOUSE 107,President Democratic Party,,,Hillary Clinton,75
Whitman,107,PALOUSE 107,President Democratic Party,,,Bernie Sanders,74
Whitman,108,COLTON 108,President Democratic Party,,,Hillary Clinton,6
Whitman,108,COLTON 108,President Democratic Party,,,Bernie Sanders,11
Whitman,109,UNIONTOWN 109,President Democratic Party,,,Hillary Clinton,0
Whitman,109,UNIONTOWN 109,President Democratic Party,,,Bernie Sanders,0
Whitman,110,PULLMAN RURAL 110,President Democratic Party,,,Hillary Clinton,55
Whitman,110,PULLMAN RURAL 110,President Democratic Party,,,Bernie Sanders,47
Whitman,111,PULLMAN RURAL 111,President Democratic Party,,,Hillary Clinton,26
Whitman,111,PULLMAN RURAL 111,President Democratic Party,,,Bernie Sanders,27
Whitman,112,ALBION 112,President Democratic Party,,,Hillary Clinton,18
Whitman,112,ALBION 112,President Democratic Party,,,Bernie Sanders,25
Whitman,113,PULLMAN CITY 113,President Democratic Party,,,Hillary Clinton,30
Whitman,113,PULLMAN CITY 113,President Democratic Party,,,Bernie Sanders,56
Whitman,114,PULLMAN CITY 114,President Democratic Party,,,Hillary Clinton,0
Whitman,114,PULLMAN CITY 114,President Democratic Party,,,Bernie Sanders,0
Whitman,115,PULLMAN CITY 115,President Democratic Party,,,Hillary Clinton,4
Whitman,115,PULLMAN CITY 115,President Democratic Party,,,Bernie Sanders,9
Whitman,116,PULLMAN CITY 116,President Democratic Party,,,Hillary Clinton,127
Whitman,116,PULLMAN CITY 116,President Democratic Party,,,Bernie Sanders,117
Whitman,117,PULLMAN CITY 117,President Democratic Party,,,Hillary Clinton,40
Whitman,117,PULLMAN CITY 117,President Democratic Party,,,Bernie Sanders,39
Whitman,118,PULLMAN CITY 118,President Democratic Party,,,Hillary Clinton,111
Whitman,118,PULLMAN CITY 118,President Democratic Party,,,Bernie Sanders,68
Whitman,119,PULLMAN CITY 119,President Democratic Party,,,Hillary Clinton,82
Whitman,119,PULLMAN CITY 119,President Democratic Party,,,Bernie Sanders,94
Whitman,120,PULLMAN CITY 120,President Democratic Party,,,Hillary Clinton,132
Whitman,120,PULLMAN CITY 120,President Democratic Party,,,Bernie Sanders,171
Whitman,121,PULLMAN CITY 121,President Democratic Party,,,Hillary Clinton,50
Whitman,121,PULLMAN CITY 121,President Democratic Party,,,Bernie Sanders,53
Whitman,122,PULLMAN CITY 122,President Democratic Party,,,Hillary Clinton,42
Whitman,122,PULLMAN CITY 122,President Democratic Party,,,Bernie Sanders,54
Whitman,123,PULLMAN CITY 123,President Democratic Party,,,Hillary Clinton,79
Whitman,123,PULLMAN CITY 123,President Democratic Party,,,Bernie Sanders,100
Whitman,124,PULLMAN CITY 124,President Democratic Party,,,Hillary Clinton,10
Whitman,124,PULLMAN CITY 124,President Democratic Party,,,Bernie Sanders,29
Whitman,125,PULLMAN CITY 125,President Democratic Party,,,Hillary Clinton,5
Whitman,125,PULLMAN CITY 125,President Democratic Party,,,Bernie Sanders,18
Whitman,126,PULLMAN CITY 126,President Democratic Party,,,Hillary Clinton,14
Whitman,126,PULLMAN CITY 126,President Democratic Party,,,Bernie Sanders,16
Whitman,127,PULLMAN CITY 127,President Democratic Party,,,Hillary Clinton,9
Whitman,127,PULLMAN CITY 127,President Democratic Party,,,Bernie Sanders,24
Whitman,128,PULLMAN CITY 128,President Democratic Party,,,Hillary Clinton,11
Whitman,128,PULLMAN CITY 128,President Democratic Party,,,Bernie Sanders,50
Whitman,129,PULLMAN CITY 129,President Democratic Party,,,Hillary Clinton,15
Whitman,129,PULLMAN CITY 129,President Democratic Party,,,Bernie Sanders,60
Whitman,130,PULLMAN CITY 130,President Democratic Party,,,Hillary Clinton,22
Whitman,130,PULLMAN CITY 130,President Democratic Party,,,Bernie Sanders,19
Whitman,131,PULLMAN CITY 131,President Democratic Party,,,Hillary Clinton,0
Whitman,131,PULLMAN CITY 131,President Democratic Party,,,Bernie Sanders,0
Whitman,132,PULLMAN CITY 132,President Democratic Party,,,Hillary Clinton,0
Whitman,132,PULLMAN CITY 132,President Democratic Party,,,Bernie Sanders,0
Whitman,133,PULLMAN CITY 133,President Democratic Party,,,Hillary Clinton,0
Whitman,133,PULLMAN CITY 133,President Democratic Party,,,Bernie Sanders,0
Whitman,134,PULLMAN CITY 134,President Democratic Party,,,Hillary Clinton,9
Whitman,134,PULLMAN CITY 134,President Democratic Party,,,Bernie Sanders,27
Whitman,135,PULLMAN,President Democratic Party,,,Hillary Clinton,80
Whitman,135,PULLMAN,President Democratic Party,,,Bernie Sanders,78
Whitman,136,COLFAX RURAL 136,President Democratic Party,,,Hillary Clinton,13
Whitman,136,COLFAX RURAL 136,President Democratic Party,,,Bernie Sanders,14
Whitman,137,COLFAX RURAL 137,President Democratic Party,,,Hillary Clinton,15
Whitman,137,COLFAX RURAL 137,President Democratic Party,,,Bernie Sanders,16
Whitman,138,WILCOX 138,President Democratic Party,,,Hillary Clinton,9
Whitman,138,WILCOX 138,President Democratic Party,,,Bernie Sanders,8
Whitman,139,COLFAX CITY 139,President Democratic Party,,,Hillary Clinton,15
Whitman,139,COLFAX CITY 139,President Democratic Party,,,Bernie Sanders,20
Whitman,140,COLFAX CITY 140,President Democratic Party,,,Hillary Clinton,21
Whitman,140,COLFAX CITY 140,President Democratic Party,,,Bernie Sanders,29
Whitman,141,COLFAX CITY 141,President Democratic Party,,,Hillary Clinton,19
Whitman,141,COLFAX CITY 141,President Democratic Party,,,Bernie Sanders,21
Whitman,142,COLFAX CITY 142,President Democratic Party,,,Hillary Clinton,21
Whitman,142,COLFAX CITY 142,President Democratic Party,,,Bernie Sanders,41
Whitman,143,DUSTY 143,President Democratic Party,,,Hillary Clinton,0
Whitman,143,DUSTY 143,President Democratic Party,,,Bernie Sanders,0
Whitman,144,HAY 144,President Democratic Party,,,Hillary Clinton,0
Whitman,144,HAY 144,President Democratic Party,,,Bernie Sanders,0
Whitman,145,HOOPER 145,President Democratic Party,,,Hillary Clinton,0
Whitman,145,HOOPER 145,President Democratic Party,,,Bernie Sanders,0
Whitman,146,LACROSSE 146,President Democratic Party,,,Hillary Clinton,5
Whitman,146,LACROSSE 146,President Democratic Party,,,Bernie Sanders,5
Whitman,147,ENDICOTT 147,President Democratic Party,,,Hillary Clinton,5
Whitman,147,ENDICOTT 147,President Democratic Party,,,Bernie Sanders,8
Whitman,148,LAMONT 148,President Democratic Party,,,Hillary Clinton,0
Whitman,148,LAMONT 148,President Democratic Party,,,Bernie Sanders,0
Whitman,149,ST JOHN 149,President Democratic Party,,,Hillary Clinton,13
Whitman,149,ST JOHN 149,President Democratic Party,,,Bernie Sanders,22
Whitman,150,MALDEN 150,President Democratic Party,,,Hillary Clinton,0
Whitman,150,MALDEN 150,President Democratic Party,,,Bernie Sanders,0
Whitman,151,ROSALIA 151,President Democratic Party,,,Hillary Clinton,8
Whitman,151,ROSALIA 151,President Democratic Party,,,Bernie Sanders,5
Whitman,152,THORNTON 152,President Democratic Party,,,Hillary Clinton,0
Whitman,152,THORNTON 152,President Democratic Party,,,Bernie Sanders,0
Whitman,218,PULLMAN 218,President Democratic Party,,,Hillary Clinton,112
Whitman,218,PULLMAN 218,President Democratic Party,,,Bernie Sanders,90
Whitman,228,PULLMAN 228,President Democratic Party,,,Hillary Clinton,0
Whitman,228,PULLMAN 228,President Democratic Party,,,Bernie Sanders,0
Whitman,234,PULLMAN 234,President Democratic Party,,,Hillary Clinton,15
Whitman,234,PULLMAN 234,President Democratic Party,,,Bernie Sanders,37
Whitman,235,PULLMAN,President Democratic Party,,,Hillary Clinton,116
Whitman,235,PULLMAN,President Democratic Party,,,Bernie Sanders,99
Yakima,1,0001 - COUNTY COURTHOUSE,President Democratic Party,,,Hillary Clinton,0
Yakima,1,0001 - COUNTY COURTHOUSE,President Democratic Party,,,Bernie Sanders,0
Yakima,101,101.333,President Democratic Party,,,Hillary Clinton,63
Yakima,101,101.333,President Democratic Party,,,Bernie Sanders,30
Yakima,102,102.333,President Democratic Party,,,Hillary Clinton,25
Yakima,102,102.333,President Democratic Party,,,Bernie Sanders,26
Yakima,103,103.333,President Democratic Party,,,Hillary Clinton,47
Yakima,103,103.333,President Democratic Party,,,Bernie Sanders,43
Yakima,104,104.333,President Democratic Party,,,Hillary Clinton,18
Yakima,104,104.333,President Democratic Party,,,Bernie Sanders,21
Yakima,105,105.333,President Democratic Party,,,Hillary Clinton,40
Yakima,105,105.333,President Democratic Party,,,Bernie Sanders,26
Yakima,110,110.333,President Democratic Party,,,Hillary Clinton,70
Yakima,110,110.333,President Democratic Party,,,Bernie Sanders,66
Yakima,111,111.333,President Democratic Party,,,Hillary Clinton,70
Yakima,111,111.333,President Democratic Party,,,Bernie Sanders,49
Yakima,112,112.333,President Democratic Party,,,Hillary Clinton,17
Yakima,112,112.333,President Democratic Party,,,Bernie Sanders,25
Yakima,113,113.333,President Democratic Party,,,Hillary Clinton,72
Yakima,113,113.333,President Democratic Party,,,Bernie Sanders,87
Yakima,116,116.333,President Democratic Party,,,Hillary Clinton,45
Yakima,116,116.333,President Democratic Party,,,Bernie Sanders,46
Yakima,118,118.333,President Democratic Party,,,Hillary Clinton,31
Yakima,118,118.333,President Democratic Party,,,Bernie Sanders,27
Yakima,120,120.333,President Democratic Party,,,Hillary Clinton,67
Yakima,120,120.333,President Democratic Party,,,Bernie Sanders,80
Yakima,123,123.333,President Democratic Party,,,Hillary Clinton,14
Yakima,123,123.333,President Democratic Party,,,Bernie Sanders,14
Yakima,124,124.333,President Democratic Party,,,Hillary Clinton,29
Yakima,124,124.333,President Democratic Party,,,Bernie Sanders,31
Yakima,126,126.333,President Democratic Party,,,Hillary Clinton,72
Yakima,126,126.333,President Democratic Party,,,Bernie Sanders,47
Yakima,127,127.333,President Democratic Party,,,Hillary Clinton,81
Yakima,127,127.333,President Democratic Party,,,Bernie Sanders,71
Yakima,129,129.333,President Democratic Party,,,Hillary Clinton,60
Yakima,129,129.333,President Democratic Party,,,Bernie Sanders,41
Yakima,130,130.333,President Democratic Party,,,Hillary Clinton,78
Yakima,130,130.333,President Democratic Party,,,Bernie Sanders,112
Yakima,132,132.333,President Democratic Party,,,Hillary Clinton,43
Yakima,132,132.333,President Democratic Party,,,Bernie Sanders,43
Yakima,133,133.333,President Democratic Party,,,Hillary Clinton,98
Yakima,133,133.333,President Democratic Party,,,Bernie Sanders,92
Yakima,134,134.333,President Democratic Party,,,Hillary Clinton,106
Yakima,134,134.333,President Democratic Party,,,Bernie Sanders,61
Yakima,135,135.333,President Democratic Party,,,Hillary Clinton,61
Yakima,135,135.333,President Democratic Party,,,Bernie Sanders,56
Yakima,138,138.333,President Democratic Party,,,Hillary Clinton,120
Yakima,138,138.333,President Democratic Party,,,Bernie Sanders,86
Yakima,139,139.333,President Democratic Party,,,Hillary Clinton,100
Yakima,139,139.333,President Democratic Party,,,Bernie Sanders,50
Yakima,140,140.333,President Democratic Party,,,Hillary Clinton,53
Yakima,140,140.333,President Democratic Party,,,Bernie Sanders,82
Yakima,142,142.333,President Democratic Party,,,Hillary Clinton,48
Yakima,142,142.333,President Democratic Party,,,Bernie Sanders,23
Yakima,143,143.333,President Democratic Party,,,Hillary Clinton,31
Yakima,143,143.333,President Democratic Party,,,Bernie Sanders,23
Yakima,144,144.333,President Democratic Party,,,Hillary Clinton,0
Yakima,144,144.333,President Democratic Party,,,Bernie Sanders,0
Yakima,145,145.333,President Democratic Party,,,Hillary Clinton,60
Yakima,145,145.333,President Democratic Party,,,Bernie Sanders,58
Yakima,150,150.333,President Democratic Party,,,Hillary Clinton,41
