county,precinct,office,district,party,candidate,votes,poll,abs
Jefferson,306 Rhody,President,,NL,John Hagelin,0,0,0
Jefferson,401 Nordland,President,,NL,John Hagelin,0,0,0
Jefferson,501 Port Ludlow 1,President,,NL,John Hagelin,0,0,0
Jefferson,502 Port Ludlow 2,President,,NL,John Hagelin,1,0,1
Jefferson,503 Port Ludlow 3,President,,NL,John Hagelin,1,0,1
Jefferson,504 Paradise bay,President,,NL,John Hagelin,0,0,0
Jefferson,505 South Point,President,,NL,John Hagelin,0,0,0
Jefferson,600 Upper Hoh,President,,NL,John Hagelin,0,0,
Jefferson,601 Hoh,President,,NL,John Hagelin,0,0,
Jefferson,602 Kalaloch,President,,NL,John Hagelin,0,0,
Jefferson,603 Queets,President,,NL,John Hagelin,1,1,
Jefferson,604 Clearwater,President,,NL,John Hagelin,1,1,
Jefferson,701 Port Townsend 1,President,,NL,John Hagelin,1,0,1
Jefferson,702 Port Townsend 2,President,,NL,John Hagelin,0,0,0
Jefferson,703 Port Townsend 3,President,,NL,John Hagelin,1,0,1
Jefferson,704 Port Townsend 4,President,,NL,John Hagelin,0,0,0
Jefferson,705 Port Townsend 5,President,,NL,John Hagelin,1,1,0
Jefferson,706 Port Townsend 6,President,,NL,John Hagelin,1,0,1
Jefferson,707 Port Townsend 7,President,,NL,John Hagelin,0,0,0
Jefferson,708 Port Townsend 8,President,,NL,John Hagelin,1,1,0
Jefferson,709 Port Townsend 9,President,,NL,John Hagelin,0,0,0
Jefferson,710 Port Townsend 10,President,,NL,John Hagelin,0,0,0
Jefferson,711 Port Townsend 11,President,,NL,John Hagelin,1,1,0
Jefferson,712 Port Townsend 12,President,,NL,John Hagelin,0,0,0
Jefferson,,President,,NL,John Hagelin,21,10,11
Jefferson,101 Gardiner 1,President,,,Write-ins,0,0,0
Jefferson,102 Port Discovery,President,,,Write-ins,1,1,0
Jefferson,103 Leland,President,,,Write-ins,0,0,0
Jefferson,104 Woodman 1,President,,,Write-ins,0,0,0
Jefferson,105 Woodman 2,President,,,Write-ins,2,2,0
Jefferson,106 Woodman 3,President,,,Write-ins,0,0,0
Jefferson,107 Woodman 4,President,,,Write-ins,0,0,0
Jefferson,108 Tarboo,President,,,Write-ins,0,0,
Jefferson,109 Crocker Lake,President,,,Write-ins,0,0,
Jefferson,200 Coyle 1,President,,,Write-ins,0,0,
Jefferson,201 Quilcene 1,President,,,Write-ins,1,0,1
Jefferson,202 Quilcene 2,President,,,Write-ins,0,0,0
Jefferson,203 Coyle 2,President,,,Write-ins,0,0,
Jefferson,204 Brinnon,President,,,Write-ins,0,0,0
Jefferson,206 Thorndyke,President,,,Write-ins,0,0,
Jefferson,301 Chimacum,President,,,Write-ins,3,2,1
Jefferson,302 Center,President,,,Write-ins,0,0,0
Jefferson,303 Hadlock,President,,,Write-ins,0,0,0
Jefferson,304 Kala Point,President,,,Write-ins,0,0,0
Jefferson,305 Irondale,President,,,Write-ins,2,1,1
Jefferson,306 Rhody,President,,,Write-ins,1,1,0
Jefferson,401 Nordland,President,,,Write-ins,0,0,0
Jefferson,501 Port Ludlow 1,President,,,Write-ins,0,0,0
Jefferson,502 Port Ludlow 2,President,,,Write-ins,0,0,0
Jefferson,503 Port Ludlow 3,President,,,Write-ins,2,0,2
Jefferson,504 Paradise bay,President,,,Write-ins,1,0,1
Jefferson,505 South Point,President,,,Write-ins,1,0,1
Jefferson,600 Upper Hoh,President,,,Write-ins,1,1,
Jefferson,601 Hoh,President,,,Write-ins,0,0,
Jefferson,602 Kalaloch,President,,,Write-ins,0,0,
Jefferson,603 Queets,President,,,Write-ins,0,0,
Jefferson,604 Clearwater,President,,,Write-ins,1,1,
Jefferson,701 Port Townsend 1,President,,,Write-ins,0,0,0
Jefferson,702 Port Townsend 2,President,,,Write-ins,0,0,0
Jefferson,703 Port Townsend 3,President,,,Write-ins,4,3,1
Jefferson,704 Port Townsend 4,President,,,Write-ins,2,1,1
Jefferson,705 Port Townsend 5,President,,,Write-ins,2,1,1
Jefferson,706 Port Townsend 6,President,,,Write-ins,4,2,2
Jefferson,707 Port Townsend 7,President,,,Write-ins,2,2,0
Jefferson,708 Port Townsend 8,President,,,Write-ins,1,0,1
Jefferson,709 Port Townsend 9,President,,,Write-ins,1,1,0
Jefferson,710 Port Townsend 10,President,,,Write-ins,2,1,1
Jefferson,711 Port Townsend 11,President,,,Write-ins,1,0,1
Jefferson,712 Port Townsend 12,President,,,Write-ins,0,0,0
Jefferson,,President,,,Write-ins,35,20,15
Jefferson,101 Gardiner 1,U.S. Senate,,D,Maria Cantwell,108,108,0
Jefferson,102 Port Discovery,U.S. Senate,,D,Maria Cantwell,54,54,0
Jefferson,103 Leland,U.S. Senate,,D,Maria Cantwell,49,49,0
Jefferson,104 Woodman 1,U.S. Senate,,D,Maria Cantwell,310,133,177
Jefferson,105 Woodman 2,U.S. Senate,,D,Maria Cantwell,276,144,132
Jefferson,106 Woodman 3,U.S. Senate,,D,Maria Cantwell,371,153,218
Jefferson,107 Woodman 4,U.S. Senate,,D,Maria Cantwell,127,48,79
Jefferson,108 Tarboo,U.S. Senate,,D,Maria Cantwell,7,7,
Jefferson,109 Crocker Lake,U.S. Senate,,D,Maria Cantwell,25,25,
Jefferson,200 Coyle 1,U.S. Senate,,D,Maria Cantwell,68,68,
Jefferson,201 Quilcene 1,U.S. Senate,,D,Maria Cantwell,119,50,69
Jefferson,202 Quilcene 2,U.S. Senate,,D,Maria Cantwell,108,60,48
Jefferson,203 Coyle 2,U.S. Senate,,D,Maria Cantwell,47,47,
Jefferson,204 Brinnon,U.S. Senate,,D,Maria Cantwell,346,94,252
Jefferson,206 Thorndyke,U.S. Senate,,D,Maria Cantwell,22,22,
Jefferson,301 Chimacum,U.S. Senate,,D,Maria Cantwell,327,145,182
Jefferson,302 Center,U.S. Senate,,D,Maria Cantwell,241,125,116
Jefferson,303 Hadlock,U.S. Senate,,D,Maria Cantwell,324,143,181
Jefferson,304 Kala Point,U.S. Senate,,D,Maria Cantwell,355,159,196
Jefferson,305 Irondale,U.S. Senate,,D,Maria Cantwell,210,84,126
Jefferson,306 Rhody,U.S. Senate,,D,Maria Cantwell,218,114,104
Jefferson,401 Nordland,U.S. Senate,,D,Maria Cantwell,318,127,191
Jefferson,501 Port Ludlow 1,U.S. Senate,,D,Maria Cantwell,362,131,231
Jefferson,502 Port Ludlow 2,U.S. Senate,,D,Maria Cantwell,203,63,140
Jefferson,503 Port Ludlow 3,U.S. Senate,,D,Maria Cantwell,250,56,194
Jefferson,504 Paradise bay,U.S. Senate,,D,Maria Cantwell,152,51,101
Jefferson,505 South Point,U.S. Senate,,D,Maria Cantwell,181,61,120
Jefferson,600 Upper Hoh,U.S. Senate,,D,Maria Cantwell,10,10,
Jefferson,601 Hoh,U.S. Senate,,D,Maria Cantwell,24,24,
Jefferson,602 Kalaloch,U.S. Senate,,D,Maria Cantwell,4,4,
Jefferson,603 Queets,U.S. Senate,,D,Maria Cantwell,39,39,
Jefferson,604 Clearwater,U.S. Senate,,D,Maria Cantwell,12,12,
Jefferson,701 Port Townsend 1,U.S. Senate,,D,Maria Cantwell,204,112,92
Jefferson,702 Port Townsend 2,U.S. Senate,,D,Maria Cantwell,256,117,139
Jefferson,703 Port Townsend 3,U.S. Senate,,D,Maria Cantwell,280,118,162
Jefferson,704 Port Townsend 4,U.S. Senate,,D,Maria Cantwell,233,103,130
Jefferson,705 Port Townsend 5,U.S. Senate,,D,Maria Cantwell,319,131,188
Jefferson,706 Port Townsend 6,U.S. Senate,,D,Maria Cantwell,309,143,166
Jefferson,707 Port Townsend 7,U.S. Senate,,D,Maria Cantwell,408,170,238
Jefferson,708 Port Townsend 8,U.S. Senate,,D,Maria Cantwell,393,170,223
Jefferson,709 Port Townsend 9,U.S. Senate,,D,Maria Cantwell,288,128,160
Jefferson,710 Port Townsend 10,U.S. Senate,,D,Maria Cantwell,204,106,98
Jefferson,711 Port Townsend 11,U.S. Senate,,D,Maria Cantwell,165,80,85
Jefferson,712 Port Townsend 12,U.S. Senate,,D,Maria Cantwell,319,148,171
Jefferson,,U.S. Senate,,D,Maria Cantwell,8645,3936,4709
Jefferson,101 Gardiner 1,U.S. Senate,,R,Slade Gorton,93,93,0
Jefferson,102 Port Discovery,U.S. Senate,,R,Slade Gorton,80,80,0
Jefferson,103 Leland,U.S. Senate,,R,Slade Gorton,35,35,0
Jefferson,104 Woodman 1,U.S. Senate,,R,Slade Gorton,218,92,126
Jefferson,105 Woodman 2,U.S. Senate,,R,Slade Gorton,165,76,89
Jefferson,106 Woodman 3,U.S. Senate,,R,Slade Gorton,256,92,164
Jefferson,107 Woodman 4,U.S. Senate,,R,Slade Gorton,91,36,55
Jefferson,108 Tarboo,U.S. Senate,,R,Slade Gorton,5,5,
Jefferson,109 Crocker Lake,U.S. Senate,,R,Slade Gorton,32,32,
Jefferson,200 Coyle 1,U.S. Senate,,R,Slade Gorton,43,43,
Jefferson,201 Quilcene 1,U.S. Senate,,R,Slade Gorton,171,70,101
Jefferson,202 Quilcene 2,U.S. Senate,,R,Slade Gorton,169,71,98
Jefferson,203 Coyle 2,U.S. Senate,,R,Slade Gorton,21,21,
Jefferson,204 Brinnon,U.S. Senate,,R,Slade Gorton,419,107,312
Jefferson,206 Thorndyke,U.S. Senate,,R,Slade Gorton,19,19,
Jefferson,301 Chimacum,U.S. Senate,,R,Slade Gorton,313,123,190
Jefferson,302 Center,U.S. Senate,,R,Slade Gorton,192,85,107
Jefferson,303 Hadlock,U.S. Senate,,R,Slade Gorton,294,100,194
Jefferson,304 Kala Point,U.S. Senate,,R,Slade Gorton,362,124,238
Jefferson,305 Irondale,U.S. Senate,,R,Slade Gorton,184,65,119
Jefferson,306 Rhody,U.S. Senate,,R,Slade Gorton,181,92,89
Jefferson,401 Nordland,U.S. Senate,,R,Slade Gorton,258,114,144
Jefferson,501 Port Ludlow 1,U.S. Senate,,R,Slade Gorton,484,129,355
Jefferson,502 Port Ludlow 2,U.S. Senate,,R,Slade Gorton,212,69,143
Jefferson,503 Port Ludlow 3,U.S. Senate,,R,Slade Gorton,417,106,311
Jefferson,504 Paradise bay,U.S. Senate,,R,Slade Gorton,135,58,77
Jefferson,505 South Point,U.S. Senate,,R,Slade Gorton,209,78,131
Jefferson,600 Upper Hoh,U.S. Senate,,R,Slade Gorton,33,33,
Jefferson,601 Hoh,U.S. Senate,,R,Slade Gorton,16,16,
Jefferson,602 Kalaloch,U.S. Senate,,R,Slade Gorton,2,2,
Jefferson,603 Queets,U.S. Senate,,R,Slade Gorton,6,6,
Jefferson,604 Clearwater,U.S. Senate,,R,Slade Gorton,20,20,
Jefferson,701 Port Townsend 1,U.S. Senate,,R,Slade Gorton,94,43,51
Jefferson,702 Port Townsend 2,U.S. Senate,,R,Slade Gorton,98,16,82
Jefferson,703 Port Townsend 3,U.S. Senate,,R,Slade Gorton,74,20,54
Jefferson,704 Port Townsend 4,U.S. Senate,,R,Slade Gorton,48,10,38
Jefferson,705 Port Townsend 5,U.S. Senate,,R,Slade Gorton,201,70,131
Jefferson,706 Port Townsend 6,U.S. Senate,,R,Slade Gorton,81,24,57
Jefferson,707 Port Townsend 7,U.S. Senate,,R,Slade Gorton,202,83,119
Jefferson,708 Port Townsend 8,U.S. Senate,,R,Slade Gorton,150,58,92
Jefferson,709 Port Townsend 9,U.S. Senate,,R,Slade Gorton,130,26,104
Jefferson,710 Port Townsend 10,U.S. Senate,,R,Slade Gorton,139,74,65
Jefferson,711 Port Townsend 11,U.S. Senate,,R,Slade Gorton,129,63,66
Jefferson,712 Port Townsend 12,U.S. Senate,,R,Slade Gorton,165,87,78
Jefferson,,U.S. Senate,,R,Slade Gorton,6646,2666,3980
Jefferson,101 Gardiner 1,U.S. Senate,,L,Jeff Jared,7,7,0
Jefferson,102 Port Discovery,U.S. Senate,,L,Jeff Jared,2,2,0
Jefferson,103 Leland,U.S. Senate,,L,Jeff Jared,3,3,0
Jefferson,104 Woodman 1,U.S. Senate,,L,Jeff Jared,14,5,9
Jefferson,105 Woodman 2,U.S. Senate,,L,Jeff Jared,10,4,6
Jefferson,106 Woodman 3,U.S. Senate,,L,Jeff Jared,26,6,20
Jefferson,107 Woodman 4,U.S. Senate,,L,Jeff Jared,9,4,5
Jefferson,108 Tarboo,U.S. Senate,,L,Jeff Jared,1,1,
Jefferson,109 Crocker Lake,U.S. Senate,,L,Jeff Jared,4,4,
Jefferson,200 Coyle 1,U.S. Senate,,L,Jeff Jared,2,2,
Jefferson,201 Quilcene 1,U.S. Senate,,L,Jeff Jared,8,2,6
Jefferson,202 Quilcene 2,U.S. Senate,,L,Jeff Jared,8,4,4
Jefferson,203 Coyle 2,U.S. Senate,,L,Jeff Jared,4,4,
Jefferson,204 Brinnon,U.S. Senate,,L,Jeff Jared,33,11,22
Jefferson,206 Thorndyke,U.S. Senate,,L,Jeff Jared,1,1,
Jefferson,301 Chimacum,U.S. Senate,,L,Jeff Jared,18,9,9
Jefferson,302 Center,U.S. Senate,,L,Jeff Jared,21,12,9
Jefferson,303 Hadlock,U.S. Senate,,L,Jeff Jared,21,9,12
Jefferson,304 Kala Point,U.S. Senate,,L,Jeff Jared,8,2,6
Jefferson,305 Irondale,U.S. Senate,,L,Jeff Jared,11,5,6
Jefferson,306 Rhody,U.S. Senate,,L,Jeff Jared,21,13,8
Jefferson,401 Nordland,U.S. Senate,,L,Jeff Jared,14,6,8
Jefferson,501 Port Ludlow 1,U.S. Senate,,L,Jeff Jared,12,8,4
Jefferson,502 Port Ludlow 2,U.S. Senate,,L,Jeff Jared,16,12,4
Jefferson,503 Port Ludlow 3,U.S. Senate,,L,Jeff Jared,5,3,2
Jefferson,504 Paradise bay,U.S. Senate,,L,Jeff Jared,3,0,3
Jefferson,505 South Point,U.S. Senate,,L,Jeff Jared,9,2,7
Jefferson,600 Upper Hoh,U.S. Senate,,L,Jeff Jared,0,0,
Jefferson,601 Hoh,U.S. Senate,,L,Jeff Jared,0,0,
Jefferson,602 Kalaloch,U.S. Senate,,L,Jeff Jared,2,2,
Jefferson,603 Queets,U.S. Senate,,L,Jeff Jared,1,1,
Jefferson,604 Clearwater,U.S. Senate,,L,Jeff Jared,3,3,
Jefferson,701 Port Townsend 1,U.S. Senate,,L,Jeff Jared,10,6,4
Jefferson,702 Port Townsend 2,U.S. Senate,,L,Jeff Jared,7,4,3
Jefferson,703 Port Townsend 3,U.S. Senate,,L,Jeff Jared,9,4,5
Jefferson,704 Port Townsend 4,U.S. Senate,,L,Jeff Jared,9,6,3
Jefferson,705 Port Townsend 5,U.S. Senate,,L,Jeff Jared,19,10,9
Jefferson,706 Port Townsend 6,U.S. Senate,,L,Jeff Jared,16,7,9
Jefferson,707 Port Townsend 7,U.S. Senate,,L,Jeff Jared,9,2,7
Jefferson,708 Port Townsend 8,U.S. Senate,,L,Jeff Jared,14,8,6
Jefferson,709 Port Townsend 9,U.S. Senate,,L,Jeff Jared,9,3,6
Jefferson,710 Port Townsend 10,U.S. Senate,,L,Jeff Jared,15,6,9
Jefferson,711 Port Townsend 11,U.S. Senate,,L,Jeff Jared,2,1,1
Jefferson,712 Port Townsend 12,U.S. Senate,,L,Jeff Jared,13,5,8
Jefferson,,U.S. Senate,,L,Jeff Jared,429,209,220
Jefferson,101 Gardiner 1,U.S. Senate,,,Write-ins,0,0,0
Jefferson,102 Port Discovery,U.S. Senate,,,Write-ins,0,0,0
Jefferson,103 Leland,U.S. Senate,,,Write-ins,0,0,0
Jefferson,104 Woodman 1,U.S. Senate,,,Write-ins,2,0,2
Jefferson,105 Woodman 2,U.S. Senate,,,Write-ins,1,1,0
Jefferson,106 Woodman 3,U.S. Senate,,,Write-ins,0,0,0
Jefferson,107 Woodman 4,U.S. Senate,,,Write-ins,1,0,1
Jefferson,108 Tarboo,U.S. Senate,,,Write-ins,0,0,
Jefferson,109 Crocker Lake,U.S. Senate,,,Write-ins,0,0,
Jefferson,200 Coyle 1,U.S. Senate,,,Write-ins,1,1,
Jefferson,201 Quilcene 1,U.S. Senate,,,Write-ins,0,0,0
Jefferson,202 Quilcene 2,U.S. Senate,,,Write-ins,0,0,0
Jefferson,203 Coyle 2,U.S. Senate,,,Write-ins,0,0,
Jefferson,204 Brinnon,U.S. Senate,,,Write-ins,0,0,0
Jefferson,206 Thorndyke,U.S. Senate,,,Write-ins,1,1,
Jefferson,301 Chimacum,U.S. Senate,,,Write-ins,0,0,0
Jefferson,302 Center,U.S. Senate,,,Write-ins,0,0,0
Jefferson,303 Hadlock,U.S. Senate,,,Write-ins,0,0,0
Jefferson,304 Kala Point,U.S. Senate,,,Write-ins,0,0,0
Jefferson,305 Irondale,U.S. Senate,,,Write-ins,0,0,0
Jefferson,306 Rhody,U.S. Senate,,,Write-ins,2,0,2
Jefferson,401 Nordland,U.S. Senate,,,Write-ins,0,0,0
Jefferson,501 Port Ludlow 1,U.S. Senate,,,Write-ins,0,0,0
Jefferson,502 Port Ludlow 2,U.S. Senate,,,Write-ins,0,0,0
Jefferson,503 Port Ludlow 3,U.S. Senate,,,Write-ins,0,0,0
Jefferson,504 Paradise bay,U.S. Senate,,,Write-ins,0,0,0
Jefferson,505 South Point,U.S. Senate,,,Write-ins,0,0,0
Jefferson,600 Upper Hoh,U.S. Senate,,,Write-ins,0,0,
Jefferson,601 Hoh,U.S. Senate,,,Write-ins,0,0,
Jefferson,602 Kalaloch,U.S. Senate,,,Write-ins,0,0,
Jefferson,603 Queets,U.S. Senate,,,Write-ins,0,0,
Jefferson,604 Clearwater,U.S. Senate,,,Write-ins,1,1,
Jefferson,701 Port Townsend 1,U.S. Senate,,,Write-ins,0,0,0
Jefferson,702 Port Townsend 2,U.S. Senate,,,Write-ins,1,1,0
Jefferson,703 Port Townsend 3,U.S. Senate,,,Write-ins,1,1,0
Jefferson,704 Port Townsend 4,U.S. Senate,,,Write-ins,0,0,0
Jefferson,705 Port Townsend 5,U.S. Senate,,,Write-ins,1,1,0
Jefferson,706 Port Townsend 6,U.S. Senate,,,Write-ins,0,0,0
Jefferson,707 Port Townsend 7,U.S. Senate,,,Write-ins,0,0,0
Jefferson,708 Port Townsend 8,U.S. Senate,,,Write-ins,0,0,0
Jefferson,709 Port Townsend 9,U.S. Senate,,,Write-ins,1,0,1
Jefferson,710 Port Townsend 10,U.S. Senate,,,Write-ins,0,0,0
Jefferson,711 Port Townsend 11,U.S. Senate,,,Write-ins,0,0,0
Jefferson,712 Port Townsend 12,U.S. Senate,,,Write-ins,0,0,0
Jefferson,,U.S. Senate,,,Write-ins,13,7,6
Jefferson,101 Gardiner 1,U.S. Senate,recount,D,Maria Cantwell,108,108,0
Jefferson,102 Port Discovery,U.S. Senate,recount,D,Maria Cantwell,54,54,0
Jefferson,103 Leland,U.S. Senate,recount,D,Maria Cantwell,49,49,0
Jefferson,104 Woodman 1,U.S. Senate,recount,D,Maria Cantwell,310,133,177
Jefferson,105 Woodman 2,U.S. Senate,recount,D,Maria Cantwell,277,144,133
Jefferson,106 Woodman 3,U.S. Senate,recount,D,Maria Cantwell,371,153,218
Jefferson,107 Woodman 4,U.S. Senate,recount,D,Maria Cantwell,128,48,80
Jefferson,108 Tarboo,U.S. Senate,recount,D,Maria Cantwell,7,7,
Jefferson,109 Crocker Lake,U.S. Senate,recount,D,Maria Cantwell,25,25,
Jefferson,200 Coyle 1,U.S. Senate,recount,D,Maria Cantwell,68,68,
Jefferson,201 Quilcene 1,U.S. Senate,recount,D,Maria Cantwell,119,50,69
Jefferson,202 Quilcene 2,U.S. Senate,recount,D,Maria Cantwell,108,60,48
Jefferson,203 Coyle 2,U.S. Senate,recount,D,Maria Cantwell,47,47,
Jefferson,204 Brinnon,U.S. Senate,recount,D,Maria Cantwell,346,94,252
Jefferson,206 Thorndyke,U.S. Senate,recount,D,Maria Cantwell,22,22,
Jefferson,301 Chimacum,U.S. Senate,recount,D,Maria Cantwell,327,145,182
Jefferson,302 Center,U.S. Senate,recount,D,Maria Cantwell,241,125,116
Jefferson,303 Hadlock,U.S. Senate,recount,D,Maria Cantwell,323,142,181
Jefferson,304 Kala Point,U.S. Senate,recount,D,Maria Cantwell,355,159,196
Jefferson,305 Irondale,U.S. Senate,recount,D,Maria Cantwell,211,84,127
Jefferson,306 Rhody,U.S. Senate,recount,D,Maria Cantwell,218,114,104
Jefferson,401 Nordland,U.S. Senate,recount,D,Maria Cantwell,318,127,191
Jefferson,501 Port Ludlow 1,U.S. Senate,recount,D,Maria Cantwell,362,131,231
Jefferson,502 Port Ludlow 2,U.S. Senate,recount,D,Maria Cantwell,203,63,140
Jefferson,503 Port Ludlow 3,U.S. Senate,recount,D,Maria Cantwell,251,56,195
Jefferson,504 Paradise bay,U.S. Senate,recount,D,Maria Cantwell,152,51,101
Jefferson,505 South Point,U.S. Senate,recount,D,Maria Cantwell,181,61,120
Jefferson,600 Upper Hoh,U.S. Senate,recount,D,Maria Cantwell,10,10,
Jefferson,601 Hoh,U.S. Senate,recount,D,Maria Cantwell,24,24,
Jefferson,602 Kalaloch,U.S. Senate,recount,D,Maria Cantwell,4,4,
Jefferson,603 Queets,U.S. Senate,recount,D,Maria Cantwell,39,39,
Jefferson,604 Clearwater,U.S. Senate,recount,D,Maria Cantwell,12,12,
Jefferson,701 Port Townsend 1,U.S. Senate,recount,D,Maria Cantwell,204,112,92
Jefferson,702 Port Townsend 2,U.S. Senate,recount,D,Maria Cantwell,256,117,139
Jefferson,703 Port Townsend 3,U.S. Senate,recount,D,Maria Cantwell,281,118,163
Jefferson,704 Port Townsend 4,U.S. Senate,recount,D,Maria Cantwell,232,103,129
Jefferson,705 Port Townsend 5,U.S. Senate,recount,D,Maria Cantwell,319,131,188
Jefferson,706 Port Townsend 6,U.S. Senate,recount,D,Maria Cantwell,308,143,165
Jefferson,707 Port Townsend 7,U.S. Senate,recount,D,Maria Cantwell,408,170,238
Jefferson,708 Port Townsend 8,U.S. Senate,recount,D,Maria Cantwell,393,170,223
Jefferson,709 Port Townsend 9,U.S. Senate,recount,D,Maria Cantwell,288,128,160
Jefferson,710 Port Townsend 10,U.S. Senate,recount,D,Maria Cantwell,204,106,98
Jefferson,711 Port Townsend 11,U.S. Senate,recount,D,Maria Cantwell,165,80,85
Jefferson,712 Port Townsend 12,U.S. Senate,recount,D,Maria Cantwell,319,148,171
Jefferson,,U.S. Senate,recount,D,Maria Cantwell,8647,3935,4712
Jefferson,101 Gardiner 1,U.S. Senate,recount,R,Slade Gorton,92,92,0
Jefferson,102 Port Discovery,U.S. Senate,recount,R,Slade Gorton,80,80,0
Jefferson,103 Leland,U.S. Senate,recount,R,Slade Gorton,35,35,0
Jefferson,104 Woodman 1,U.S. Senate,recount,R,Slade Gorton,218,92,126
Jefferson,105 Woodman 2,U.S. Senate,recount,R,Slade Gorton,165,76,89
Jefferson,106 Woodman 3,U.S. Senate,recount,R,Slade Gorton,257,92,165
Jefferson,107 Woodman 4,U.S. Senate,recount,R,Slade Gorton,91,36,55
Jefferson,108 Tarboo,U.S. Senate,recount,R,Slade Gorton,5,5,
Jefferson,109 Crocker Lake,U.S. Senate,recount,R,Slade Gorton,32,32,
Jefferson,200 Coyle 1,U.S. Senate,recount,R,Slade Gorton,43,43,
Jefferson,201 Quilcene 1,U.S. Senate,recount,R,Slade Gorton,171,70,101
Jefferson,202 Quilcene 2,U.S. Senate,recount,R,Slade Gorton,169,71,98
Jefferson,203 Coyle 2,U.S. Senate,recount,R,Slade Gorton,20,20,
Jefferson,204 Brinnon,U.S. Senate,recount,R,Slade Gorton,419,107,312
Jefferson,206 Thorndyke,U.S. Senate,recount,R,Slade Gorton,19,19,
Jefferson,301 Chimacum,U.S. Senate,recount,R,Slade Gorton,313,123,190
Jefferson,302 Center,U.S. Senate,recount,R,Slade Gorton,193,85,108
Jefferson,303 Hadlock,U.S. Senate,recount,R,Slade Gorton,293,99,194
Jefferson,304 Kala Point,U.S. Senate,recount,R,Slade Gorton,362,124,238
Jefferson,305 Irondale,U.S. Senate,recount,R,Slade Gorton,184,65,119
Jefferson,306 Rhody,U.S. Senate,recount,R,Slade Gorton,180,92,88
Jefferson,401 Nordland,U.S. Senate,recount,R,Slade Gorton,259,114,145
Jefferson,501 Port Ludlow 1,U.S. Senate,recount,R,Slade Gorton,485,129,356
Jefferson,502 Port Ludlow 2,U.S. Senate,recount,R,Slade Gorton,212,69,143
Jefferson,503 Port Ludlow 3,U.S. Senate,recount,R,Slade Gorton,417,106,311
Jefferson,504 Paradise bay,U.S. Senate,recount,R,Slade Gorton,135,58,77
Jefferson,505 South Point,U.S. Senate,recount,R,Slade Gorton,209,78,131
Jefferson,600 Upper Hoh,U.S. Senate,recount,R,Slade Gorton,33,33,
Jefferson,601 Hoh,U.S. Senate,recount,R,Slade Gorton,16,16,
Jefferson,602 Kalaloch,U.S. Senate,recount,R,Slade Gorton,2,2,
Jefferson,603 Queets,U.S. Senate,recount,R,Slade Gorton,6,6,
Jefferson,604 Clearwater,U.S. Senate,recount,R,Slade Gorton,20,20,
Jefferson,701 Port Townsend 1,U.S. Senate,recount,R,Slade Gorton,94,43,51
Jefferson,702 Port Townsend 2,U.S. Senate,recount,R,Slade Gorton,98,16,82
Jefferson,703 Port Townsend 3,U.S. Senate,recount,R,Slade Gorton,74,20,54
Jefferson,704 Port Townsend 4,U.S. Senate,recount,R,Slade Gorton,48,10,38
Jefferson,705 Port Townsend 5,U.S. Senate,recount,R,Slade Gorton,201,70,131
Jefferson,706 Port Townsend 6,U.S. Senate,recount,R,Slade Gorton,81,24,57
Jefferson,707 Port Townsend 7,U.S. Senate,recount,R,Slade Gorton,202,83,119
Jefferson,708 Port Townsend 8,U.S. Senate,recount,R,Slade Gorton,150,58,92
Jefferson,709 Port Townsend 9,U.S. Senate,recount,R,Slade Gorton,131,26,105
Jefferson,710 Port Townsend 10,U.S. Senate,recount,R,Slade Gorton,139,74,65
Jefferson,711 Port Townsend 11,U.S. Senate,recount,R,Slade Gorton,129,63,66
Jefferson,712 Port Townsend 12,U.S. Senate,recount,R,Slade Gorton,165,87,78
Jefferson,,U.S. Senate,recount,R,Slade Gorton,6647,2663,3984
Jefferson,101 Gardiner 1,U.S. Senate,recount,L,Jeff Jared,7,7,0
Jefferson,102 Port Discovery,U.S. Senate,recount,L,Jeff Jared,2,2,0
Jefferson,103 Leland,U.S. Senate,recount,L,Jeff Jared,3,3,0
Jefferson,104 Woodman 1,U.S. Senate,recount,L,Jeff Jared,14,5,9
Jefferson,105 Woodman 2,U.S. Senate,recount,L,Jeff Jared,10,4,6
Jefferson,106 Woodman 3,U.S. Senate,recount,L,Jeff Jared,26,6,20
Jefferson,107 Woodman 4,U.S. Senate,recount,L,Jeff Jared,9,4,5
Jefferson,108 Tarboo,U.S. Senate,recount,L,Jeff Jared,1,1,
Jefferson,109 Crocker Lake,U.S. Senate,recount,L,Jeff Jared,4,4,
Jefferson,200 Coyle 1,U.S. Senate,recount,L,Jeff Jared,2,2,
Jefferson,201 Quilcene 1,U.S. Senate,recount,L,Jeff Jared,8,2,6
Jefferson,202 Quilcene 2,U.S. Senate,recount,L,Jeff Jared,7,4,3
Jefferson,203 Coyle 2,U.S. Senate,recount,L,Jeff Jared,4,4,
Jefferson,204 Brinnon,U.S. Senate,recount,L,Jeff Jared,33,11,22
Jefferson,206 Thorndyke,U.S. Senate,recount,L,Jeff Jared,1,1,
Jefferson,301 Chimacum,U.S. Senate,recount,L,Jeff Jared,17,9,8
Jefferson,302 Center,U.S. Senate,recount,L,Jeff Jared,21,12,9
Jefferson,303 Hadlock,U.S. Senate,recount,L,Jeff Jared,21,9,12
Jefferson,304 Kala Point,U.S. Senate,recount,L,Jeff Jared,8,2,6
